date,area,data_set,variable,measurement,value,population,square_km,people_per_square_km
2020-04-22,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,55506,5463300,77910.79429999998,70.12250419323476
2020-04-25,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,61222,5463300,77910.79429999998,70.12250419323476
2020-04-24,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,59163,5463300,77910.79429999998,70.12250419323476
2020-04-20,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,52074,5463300,77910.79429999998,70.12250419323476
2020-04-19,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,50819,5463300,77910.79429999998,70.12250419323476
2020-04-21,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,53407,5463300,77910.79429999998,70.12250419323476
2020-04-09,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,130,5463300,77910.79429999998,70.12250419323476
2020-04-08,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,154,5463300,77910.79429999998,70.12250419323476
2020-04-11,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,207,5463300,77910.79429999998,70.12250419323476
2020-04-10,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,176,5463300,77910.79429999998,70.12250419323476
2020-05-28,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,159527,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,155952,5463300,77910.79429999998,70.12250419323476
2020-04-07,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,124,5463300,77910.79429999998,70.12250419323476
2020-04-06,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,42,5463300,77910.79429999998,70.12250419323476
2020-04-17,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,141,5463300,77910.79429999998,70.12250419323476
2020-04-16,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,129,5463300,77910.79429999998,70.12250419323476
2020-04-19,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,154,5463300,77910.79429999998,70.12250419323476
2020-04-18,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,108,5463300,77910.79429999998,70.12250419323476
2020-04-13,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,84,5463300,77910.79429999998,70.12250419323476
2020-04-12,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,142,5463300,77910.79429999998,70.12250419323476
2020-04-15,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,124,5463300,77910.79429999998,70.12250419323476
2020-04-14,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,59,5463300,77910.79429999998,70.12250419323476
2020-05-17,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,122365,5463300,77910.79429999998,70.12250419323476
2020-05-16,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,119322,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,127536,5463300,77910.79429999998,70.12250419323476
2020-05-18,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,124682,5463300,77910.79429999998,70.12250419323476
2020-05-13,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,107252,5463300,77910.79429999998,70.12250419323476
2020-05-12,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,103661,5463300,77910.79429999998,70.12250419323476
2020-05-15,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,114482,5463300,77910.79429999998,70.12250419323476
2020-05-14,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,111261,5463300,77910.79429999998,70.12250419323476
2020-05-24,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,145824,5463300,77910.79429999998,70.12250419323476
2020-05-23,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,142938,5463300,77910.79429999998,70.12250419323476
2020-05-26,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,152202,5463300,77910.79429999998,70.12250419323476
2020-05-25,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,149225,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,135325,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,131235,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,139183,5463300,77910.79429999998,70.12250419323476
2020-05-28,Lothian,COVID-19 patients in hospital,Suspected,Count,173,907580,1723.9554,526.4521344345683
2020-05-28,Tayside,COVID-19 patients in hospital,Suspected,Count,12,417470,7527.0736,55.46245754791079
2020-05-28,Grampian,COVID-19 patients in hospital,Suspected,Count,22,585700,8735.8564,67.04551599543234
2020-05-28,Forth Valley,COVID-19 patients in hospital,Suspected,Count,42,306640,2643.3061000000002,116.00623930766095
2020-05-28,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,70,661900,2241.8023000000003,295.2535109808746
2020-05-28,Highland,COVID-19 patients in hospital,Suspected,Count,43,321700,32565.8759,9.8784384300868755
2020-05-28,Lothian,COVID-19 patients in hospital,Confirmed,Count,167,907580,1723.9554,526.4521344345683
2020-05-28,Lanarkshire,COVID-19 patients in hospital,Confirmed,Count,76,661900,2241.8023000000003,295.2535109808746
2020-05-28,Grampian,COVID-19 patients in hospital,Confirmed,Count,65,585700,8735.8564,67.04551599543234
2020-05-28,Forth Valley,COVID-19 patients in hospital,Confirmed,Count,10,306640,2643.3061000000002,116.00623930766095
2020-05-28,Highland,COVID-19 patients in hospital,Confirmed,Count,9,321700,32565.8759,9.8784384300868755
2020-05-28,Greater Glasgow and Clyde,COVID-19 patients in hospital,Confirmed,Count,369,1183120,1104.1419,1071.5289402566825
2020-05-28,Borders,COVID-19 patients in hospital,Suspected,Count,16,115510,4731.787,24.411496121866854
2020-05-28,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,34,369360,3369.5133,109.61820509804784
2020-05-28,Fife,COVID-19 patients in hospital,Suspected,Count,14,373550,1325.0352,281.9170388831934
2020-05-28,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,14,148860,6426.8724,23.162121594323235
2020-05-28,Tayside,COVID-19 patients in hospital,Confirmed,Count,13,417470,7527.0736,55.46245754791079
2020-04-02,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,221,369360,3369.5133,109.61820509804784
2020-04-01,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,199,369360,3369.5133,109.61820509804784
2020-04-04,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,254,369360,3369.5133,109.61820509804784
2020-04-03,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,240,369360,3369.5133,109.61820509804784
2020-03-29,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,108,369360,3369.5133,109.61820509804784
2020-03-28,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,90,369360,3369.5133,109.61820509804784
2020-03-31,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,177,369360,3369.5133,109.61820509804784
2020-03-30,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,154,369360,3369.5133,109.61820509804784
2020-04-10,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,364,369360,3369.5133,109.61820509804784
2020-04-09,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,362,369360,3369.5133,109.61820509804784
2020-04-12,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,390,369360,3369.5133,109.61820509804784
2020-04-11,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,376,369360,3369.5133,109.61820509804784
2020-04-06,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,288,369360,3369.5133,109.61820509804784
2020-04-05,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,267,369360,3369.5133,109.61820509804784
2020-04-08,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,312,369360,3369.5133,109.61820509804784
2020-04-07,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,296,369360,3369.5133,109.61820509804784
2020-03-18,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,9,369360,3369.5133,109.61820509804784
2020-03-17,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,369360,3369.5133,109.61820509804784
2020-03-20,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,16,369360,3369.5133,109.61820509804784
2020-03-19,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,12,369360,3369.5133,109.61820509804784
2020-03-14,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,369360,3369.5133,109.61820509804784
2020-03-16,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,369360,3369.5133,109.61820509804784
2020-03-15,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,369360,3369.5133,109.61820509804784
2020-03-25,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,57,369360,3369.5133,109.61820509804784
2020-03-24,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,41,369360,3369.5133,109.61820509804784
2020-03-27,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,75,369360,3369.5133,109.61820509804784
2020-03-26,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,74,369360,3369.5133,109.61820509804784
2020-03-22,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,25,369360,3369.5133,109.61820509804784
2020-03-21,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,21,369360,3369.5133,109.61820509804784
2020-03-23,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,34,369360,3369.5133,109.61820509804784
2020-05-19,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,40740,5463300,77910.79429999998,70.12250419323476
2020-05-18,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,39035,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,45767,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,43393,5463300,77910.79429999998,70.12250419323476
2020-05-15,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,34520,5463300,77910.79429999998,70.12250419323476
2020-05-14,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,32528,5463300,77910.79429999998,70.12250419323476
2020-05-17,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,37877,5463300,77910.79429999998,70.12250419323476
2020-05-16,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,36199,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,54687,5463300,77910.79429999998,70.12250419323476
2020-05-26,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,53259,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,2751,5463300,77910.79429999998,70.12250419323476
2020-05-28,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,56112,5463300,77910.79429999998,70.12250419323476
2020-05-23,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,49245,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,47651,5463300,77910.79429999998,70.12250419323476
2020-05-25,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,51811,5463300,77910.79429999998,70.12250419323476
2020-05-24,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,50470,5463300,77910.79429999998,70.12250419323476
2020-05-04,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,16739,5463300,77910.79429999998,70.12250419323476
2020-05-03,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,14894,5463300,77910.79429999998,70.12250419323476
2020-05-06,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,19864,5463300,77910.79429999998,70.12250419323476
2020-05-05,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,18217,5463300,77910.79429999998,70.12250419323476
2020-04-30,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,8644,5463300,77910.79429999998,70.12250419323476
2020-04-29,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,6628,5463300,77910.79429999998,70.12250419323476
2020-05-02,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,13160,5463300,77910.79429999998,70.12250419323476
2020-05-01,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,10768,5463300,77910.79429999998,70.12250419323476
2020-05-11,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,27647,5463300,77910.79429999998,70.12250419323476
2020-05-10,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,26409,5463300,77910.79429999998,70.12250419323476
2020-05-13,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,30708,5463300,77910.79429999998,70.12250419323476
2020-05-12,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,29191,5463300,77910.79429999998,70.12250419323476
2020-05-08,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,23426,5463300,77910.79429999998,70.12250419323476
2020-05-07,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,21769,5463300,77910.79429999998,70.12250419323476
2020-05-09,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,25054,5463300,77910.79429999998,70.12250419323476
2020-05-28,Lanarkshire,COVID-19 patients in ICU,Total,Count,9,661900,2241.8023000000003,295.2535109808746
2020-05-28,Lothian,COVID-19 patients in ICU,Total,Count,8,907580,1723.9554,526.4521344345683
2020-05-28,Greater Glasgow and Clyde,COVID-19 patients in ICU,Total,Count,9,1183120,1104.1419,1071.5289402566825
2020-05-28,Ayrshire and Arran,COVID-19 patients in hospital,Confirmed,Count,16,369360,3369.5133,109.61820509804784
2020-05-28,Fife,COVID-19 patients in hospital,Confirmed,Count,68,373550,1325.0352,281.9170388831934
2020-05-27,Scotland,Adult Care Homes - Daily,Number with current suspected COVID-19 cases,Count,478,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported more than one suspected COVID-19 case,Count,493,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,Adult Care Homes - Daily,Daily number of new suspected COVID-19 cases,Count,34,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,Adult Care Homes - Cumulative,Cumulative number of suspected COVID-19 cases,Count,5853,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,NHS workforce COVID-19 absences,Other staff,Count,3029,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,147,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported a suspected COVID-19 case,Count,665,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,NHS workforce COVID-19 absences,All staff,Count,5927,5463300,77910.79429999998,70.12250419323476
2020-05-28,Scotland,General,Number of COVID-19 confirmed deaths registered to date,Count,2316,5463300,77910.79429999998,70.12250419323476
2020-05-26,Scotland,Adult Care Homes - Daily,Adult care homes which submitted a return,Count,880,5463300,77910.79429999998,70.12250419323476
2020-05-26,Scotland,Adult Care Homes - Daily,Number of staff reported as absent,Count,3049,5463300,77910.79429999998,70.12250419323476
2020-05-26,Scotland,Adult Care Homes - Daily,Total number of staff in adult care homes which submitted a return,Count,46237,5463300,77910.79429999998,70.12250419323476
2020-05-19,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,90421,5463300,77910.79429999998,70.12250419323476
2020-05-18,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,88940,5463300,77910.79429999998,70.12250419323476
2020-05-21,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,95173,5463300,77910.79429999998,70.12250419323476
2020-05-20,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,92594,5463300,77910.79429999998,70.12250419323476
2020-05-15,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,82266,5463300,77910.79429999998,70.12250419323476
2020-05-14,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,80275,5463300,77910.79429999998,70.12250419323476
2020-05-17,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,87660,5463300,77910.79429999998,70.12250419323476
2020-05-16,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,85604,5463300,77910.79429999998,70.12250419323476
2020-05-27,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,106984,5463300,77910.79429999998,70.12250419323476
2020-05-26,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,104880,5463300,77910.79429999998,70.12250419323476
2020-03-02,Scotland,Testing - Daily,Daily people found positive,Count,1,5463300,77910.79429999998,70.12250419323476
2020-05-28,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,109031,5463300,77910.79429999998,70.12250419323476
2020-05-23,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,99932,5463300,77910.79429999998,70.12250419323476
2020-05-22,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,97607,5463300,77910.79429999998,70.12250419323476
2020-05-25,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,103508,5463300,77910.79429999998,70.12250419323476
2020-05-24,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,101713,5463300,77910.79429999998,70.12250419323476
2020-05-04,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,61696,5463300,77910.79429999998,70.12250419323476
2020-05-03,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,60295,5463300,77910.79429999998,70.12250419323476
2020-05-06,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,65125,5463300,77910.79429999998,70.12250419323476
2020-05-05,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,63311,5463300,77910.79429999998,70.12250419323476
2020-04-30,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,54639,5463300,77910.79429999998,70.12250419323476
2020-04-29,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,53082,5463300,77910.79429999998,70.12250419323476
2020-05-02,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,58833,5463300,77910.79429999998,70.12250419323476
2020-05-01,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,56702,5463300,77910.79429999998,70.12250419323476
2020-05-11,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,74063,5463300,77910.79429999998,70.12250419323476
2020-05-10,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,72683,5463300,77910.79429999998,70.12250419323476
2020-05-13,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,77750,5463300,77910.79429999998,70.12250419323476
2020-05-12,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,75570,5463300,77910.79429999998,70.12250419323476
2020-05-08,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,69191,5463300,77910.79429999998,70.12250419323476
2020-05-07,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,67097,5463300,77910.79429999998,70.12250419323476
2020-05-09,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,71092,5463300,77910.79429999998,70.12250419323476
2020-03-23,Scotland,Testing - Daily,Daily people found positive,Count,83,5463300,77910.79429999998,70.12250419323476
2020-03-22,Scotland,Testing - Daily,Daily people found positive,Count,43,5463300,77910.79429999998,70.12250419323476
2020-03-25,Scotland,Testing - Daily,Daily people found positive,Count,135,5463300,77910.79429999998,70.12250419323476
2020-03-24,Scotland,Testing - Daily,Daily people found positive,Count,85,5463300,77910.79429999998,70.12250419323476
2020-03-19,Scotland,Testing - Daily,Daily people found positive,Count,39,5463300,77910.79429999998,70.12250419323476
2020-03-18,Scotland,Testing - Daily,Daily people found positive,Count,32,5463300,77910.79429999998,70.12250419323476
2020-03-21,Scotland,Testing - Daily,Daily people found positive,Count,51,5463300,77910.79429999998,70.12250419323476
2020-03-20,Scotland,Testing - Daily,Daily people found positive,Count,56,5463300,77910.79429999998,70.12250419323476
2020-03-31,Scotland,Testing - Daily,Daily people found positive,Count,430,5463300,77910.79429999998,70.12250419323476
2020-03-30,Scotland,Testing - Daily,Daily people found positive,Count,179,5463300,77910.79429999998,70.12250419323476
2020-04-02,Scotland,Testing - Daily,Daily people found positive,Count,292,5463300,77910.79429999998,70.12250419323476
2020-04-01,Scotland,Testing - Daily,Daily people found positive,Count,317,5463300,77910.79429999998,70.12250419323476
2020-03-27,Scotland,Testing - Daily,Daily people found positive,Count,165,5463300,77910.79429999998,70.12250419323476
2020-03-26,Scotland,Testing - Daily,Daily people found positive,Count,175,5463300,77910.79429999998,70.12250419323476
2020-03-29,Scotland,Testing - Daily,Daily people found positive,Count,139,5463300,77910.79429999998,70.12250419323476
2020-03-28,Scotland,Testing - Daily,Daily people found positive,Count,186,5463300,77910.79429999998,70.12250419323476
2020-03-08,Scotland,Testing - Daily,Daily people found positive,Count,2,5463300,77910.79429999998,70.12250419323476
2020-03-07,Scotland,Testing - Daily,Daily people found positive,Count,5,5463300,77910.79429999998,70.12250419323476
2020-03-10,Scotland,Testing - Daily,Daily people found positive,Count,4,5463300,77910.79429999998,70.12250419323476
2020-03-09,Scotland,Testing - Daily,Daily people found positive,Count,5,5463300,77910.79429999998,70.12250419323476
2020-03-04,Scotland,Testing - Daily,Daily people found positive,Count,2,5463300,77910.79429999998,70.12250419323476
2020-03-03,Scotland,Testing - Daily,Daily people found positive,Count,0,5463300,77910.79429999998,70.12250419323476
2020-03-06,Scotland,Testing - Daily,Daily people found positive,Count,5,5463300,77910.79429999998,70.12250419323476
2020-03-05,Scotland,Testing - Daily,Daily people found positive,Count,3,5463300,77910.79429999998,70.12250419323476
2020-03-15,Scotland,Testing - Daily,Daily people found positive,Count,32,5463300,77910.79429999998,70.12250419323476
2020-03-14,Scotland,Testing - Daily,Daily people found positive,Count,36,5463300,77910.79429999998,70.12250419323476
2020-03-17,Scotland,Testing - Daily,Daily people found positive,Count,24,5463300,77910.79429999998,70.12250419323476
2020-03-16,Scotland,Testing - Daily,Daily people found positive,Count,18,5463300,77910.79429999998,70.12250419323476
2020-03-12,Scotland,Testing - Daily,Daily people found positive,Count,24,5463300,77910.79429999998,70.12250419323476
2020-03-11,Scotland,Testing - Daily,Daily people found positive,Count,9,5463300,77910.79429999998,70.12250419323476
2020-03-13,Scotland,Testing - Daily,Daily people found positive,Count,25,5463300,77910.79429999998,70.12250419323476
2020-03-18,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,6091,5463300,77910.79429999998,70.12250419323476
2020-03-17,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,5246,5463300,77910.79429999998,70.12250419323476
2020-03-20,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,7550,5463300,77910.79429999998,70.12250419323476
2020-03-19,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,6772,5463300,77910.79429999998,70.12250419323476
2020-03-14,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,3715,5463300,77910.79429999998,70.12250419323476
2020-03-13,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,3314,5463300,77910.79429999998,70.12250419323476
2020-03-16,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,4895,5463300,77910.79429999998,70.12250419323476
2020-03-15,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,4240,5463300,77910.79429999998,70.12250419323476
2020-03-26,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,11487,5463300,77910.79429999998,70.12250419323476
2020-03-25,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,10676,5463300,77910.79429999998,70.12250419323476
2020-03-28,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,13133,5463300,77910.79429999998,70.12250419323476
2020-03-27,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,12273,5463300,77910.79429999998,70.12250419323476
2020-03-22,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,8679,5463300,77910.79429999998,70.12250419323476
