date_code,value,variable,official_name
2020-05-29,0,COVID-19 patients in hospital - Suspected,Orkney
2020-05-29,41,COVID-19 patients in hospital - Suspected,Forth Valley
2020-05-29,29,COVID-19 patients in hospital - Suspected,Fife
2020-05-29,34,COVID-19 patients in hospital - Suspected,Highland
2020-05-29,22,COVID-19 patients in hospital - Suspected,Grampian
2020-05-31,13,COVID-19 patients in hospital - Suspected,Tayside
2020-05-31,0,COVID-19 patients in hospital - Suspected,Shetland
2020-05-31,0,COVID-19 patients in hospital - Suspected,Western Isles
2020-05-31,0,COVID-19 patients in hospital - Confirmed,Western Isles
2020-05-31,9,COVID-19 patients in hospital - Confirmed,Tayside
2020-05-31,17,COVID-19 patients in hospital - Suspected,Borders
2020-05-31,27,COVID-19 patients in hospital - Suspected,Ayrshire and Arran
2020-05-31,156,COVID-19 patients in hospital - Confirmed,Lothian
2020-05-31,71,COVID-19 patients in hospital - Confirmed,Lanarkshire
2020-05-31,0,COVID-19 patients in hospital - Confirmed,Shetland
2020-05-31,0,COVID-19 patients in hospital - Confirmed,Orkney
2020-05-31,64,COVID-19 patients in hospital - Suspected,Lanarkshire
2020-05-31,20,COVID-19 patients in hospital - Suspected,Highland
2020-05-31,0,COVID-19 patients in hospital - Suspected,Orkney
2020-05-31,120,COVID-19 patients in hospital - Suspected,Lothian
2020-05-31,17,COVID-19 patients in hospital - Suspected,Fife
2020-05-31,14,COVID-19 patients in hospital - Suspected,Dumfries and Galloway
2020-05-31,9,COVID-19 patients in hospital - Suspected,Grampian
2020-05-31,39,COVID-19 patients in hospital - Suspected,Forth Valley
2020-06-01,1278,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-01,3949,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-01,931,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-01,1987,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-01,338,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-01,325,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-01,1061,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-01,836,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-01,260,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-01,0,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-06-01,0,COVID-19 patients in ICU - Total,Borders
2020-06-01,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-01,0,COVID-19 patients in ICU - Total,Fife
2020-06-01,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-06-01,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-01,2714,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-01,1671,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-01,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-05-31,1060,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-31,260,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-05-31,325,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-05-30,0,COVID-19 patients in hospital - Suspected,Western Isles
2020-05-30,12,COVID-19 patients in hospital - Suspected,Tayside
2020-05-31,0,COVID-19 patients in ICU - Total,Shetland
2020-05-31,0,COVID-19 patients in ICU - Total,Tayside
2020-05-31,0,COVID-19 patients in ICU - Total,Orkney
2020-05-31,0,COVID-19 patients in ICU - Total,Western Isles
2020-05-31,0,COVID-19 patients in ICU - Total,Highland
2020-05-31,7,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
2020-05-31,0,COVID-19 patients in ICU - Total,Lothian
2020-05-31,0,COVID-19 patients in ICU - Total,Lanarkshire
2020-05-31,66,COVID-19 patients in hospital - Confirmed,Grampian
2020-05-31,10,COVID-19 patients in hospital - Confirmed,Forth Valley
2020-05-31,9,COVID-19 patients in hospital - Confirmed,Highland
2020-05-31,338,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
2020-05-31,0,COVID-19 patients in hospital - Confirmed,Borders
2020-05-31,11,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-05-31,63,COVID-19 patients in hospital - Confirmed,Fife
2020-05-31,0,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-05-31,1987,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-05-31,2709,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-05-31,337,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-05-31,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-05-31,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-05-31,928,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-31,835,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-05-31,3946,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-05-31,1274,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-31,0,COVID-19 patients in ICU - Total,Fife
2020-05-31,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-05-31,0,COVID-19 patients in ICU - Total,Grampian
2020-05-31,0,COVID-19 patients in ICU - Total,Forth Valley
2020-05-31,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-31,1671,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-31,0,COVID-19 patients in ICU - Total,Borders
2020-05-31,0,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-04-09,362,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-10,364,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-08,312,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-12,390,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-11,376,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-05,267,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-04,254,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-07,296,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-06,288,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-18,560,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-19,586,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-17,536,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-21,623,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-20,604,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-14,416,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-13,390,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-16,503,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-15,457,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-23,34,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-24,41,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-22,25,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-26,74,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-25,57,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-19,12,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-18,9,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-21,21,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-20,16,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-01,199,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-31,177,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-03,240,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-02,221,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-28,90,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-27,75,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-30,154,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-29,108,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-14,952,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-15,964,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-13,946,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-17,974,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-16,966,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-10,904,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-09,895,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-12,925,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-11,912,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-23,1015,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-24,1019,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-22,1001,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-26,1023,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-25,1019,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-19,981,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-18,976,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-21,995,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-20,987,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-27,721,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-28,738,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-26,705,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-30,762,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-29,745,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-23,653,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-22,640,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-25,692,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-04-24,678,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-06,846,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-05,825,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-08,885,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-07,853,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-02,793,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-01,778,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-04,818,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-03,799,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-28,9,COVID-19 patients in ICU - Total,Lanarkshire
2020-05-28,8,COVID-19 patients in ICU - Total,Lothian
2020-05-28,0,COVID-19 patients in ICU - Total,Highland
2020-05-28,0,COVID-19 patients in ICU - Total,Shetland
2020-05-28,0,COVID-19 patients in ICU - Total,Orkney
2020-05-28,0,COVID-19 patients in ICU - Total,Forth Valley
2020-05-28,0,COVID-19 patients in ICU - Total,Fife
2020-05-28,9,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
2020-05-28,0,COVID-19 patients in ICU - Total,Grampian
2020-05-28,0,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-05-28,68,COVID-19 patients in hospital - Confirmed,Fife
2020-05-28,0,COVID-19 patients in hospital - Confirmed,Borders
2020-05-28,65,COVID-19 patients in hospital - Confirmed,Grampian
2020-05-28,10,COVID-19 patients in hospital - Confirmed,Forth Valley
2020-05-28,0,COVID-19 patients in ICU - Total,Western Isles
2020-05-28,0,COVID-19 patients in ICU - Total,Tayside
2020-05-28,16,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-05-28,0,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-05-28,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-05-28,0,COVID-19 patients in ICU - Total,Borders
2020-03-07,0,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-28,0,COVID-19 patients in hospital - Suspected,Western Isles
2020-03-09,0,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-08,0,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-28,0,COVID-19 patients in hospital - Suspected,Orkney
2020-05-28,173,COVID-19 patients in hospital - Suspected,Lothian
2020-05-28,12,COVID-19 patients in hospital - Suspected,Tayside
2020-05-28,0,COVID-19 patients in hospital - Suspected,Shetland
2020-03-15,6,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-14,6,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-17,6,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-16,6,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-11,0,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-10,0,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-13,0,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-03-12,0,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-28,0,COVID-19 patients in hospital - Confirmed,Shetland
2020-05-28,13,COVID-19 patients in hospital - Confirmed,Tayside
2020-05-28,0,COVID-19 patients in hospital - Confirmed,Orkney
2020-05-28,0,COVID-19 patients in hospital - Confirmed,Western Isles
2020-05-28,9,COVID-19 patients in hospital - Confirmed,Highland
2020-05-28,369,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
2020-05-28,167,COVID-19 patients in hospital - Confirmed,Lothian
2020-05-28,76,COVID-19 patients in hospital - Confirmed,Lanarkshire
2020-05-28,22,COVID-19 patients in hospital - Suspected,Grampian
2020-05-28,42,COVID-19 patients in hospital - Suspected,Forth Valley
2020-05-28,70,COVID-19 patients in hospital - Suspected,Lanarkshire
2020-05-28,43,COVID-19 patients in hospital - Suspected,Highland
2020-05-28,16,COVID-19 patients in hospital - Suspected,Borders
2020-05-28,34,COVID-19 patients in hospital - Suspected,Ayrshire and Arran
2020-05-28,14,COVID-19 patients in hospital - Suspected,Fife
2020-05-28,14,COVID-19 patients in hospital - Suspected,Dumfries and Galloway
2020-04-12,291,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-13,313,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-11,261,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-15,357,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-14,335,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-08,223,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-07,210,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-10,251,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-09,236,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-21,519,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-22,550,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-20,490,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-24,638,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-23,602,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-17,394,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-16,389,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-19,464,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-18,432,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-26,31,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-27,45,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-25,29,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-29,62,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-28,52,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-22,23,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-21,20,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-24,24,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-23,24,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-04,177,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-03,173,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-06,209,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-05,194,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-31,86,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-30,66,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-02,128,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-01,108,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-17,1189,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-18,1200,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-16,1181,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-20,1216,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-19,1206,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-13,1123,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-12,1102,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-15,1152,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-14,1142,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-26,1250,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-27,1256,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-25,1245,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-07,0,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-05-28,1259,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-22,1223,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-21,1218,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-24,1224,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-23,1223,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-30,834,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-01,866,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-29,813,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-03,898,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-02,889,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-26,748,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-25,700,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-28,782,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-27,771,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-09,1035,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-08,1001,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-11,1078,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-10,1050,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-05,946,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-04,931,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-07,973,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-06,957,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-04-25,655,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-26,662,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-24,606,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-28,689,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-27,680,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-21,562,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-20,542,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-23,604,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-22,569,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-04,794,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-05,802,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-03,788,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-07,818,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-06,809,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-30,724,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-29,717,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-02,757,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-01,747,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-08,259,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-09,280,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-07,243,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-11,324,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-10,302,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-04,208,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-03,189,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-06,231,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-05,226,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-17,431,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-16,400,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-19,509,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-18,451,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-13,352,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-12,337,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-15,380,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-04-14,367,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-03-08,0,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-09,0,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-07,0,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-11,6,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-10,6,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-26,918,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-25,917,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-28,919,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-27,919,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-03-17,18,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-18,18,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-16,12,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-20,19,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-19,18,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-13,9,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-12,7,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-15,12,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-03-14,9,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-13,859,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-14,863,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-12,856,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-16,871,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-15,867,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-09,828,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-08,828,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-11,839,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-10,828,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-22,909,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-21,896,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-24,917,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-23,915,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-18,880,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-17,873,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-20,894,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-19,883,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-03-16,0,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-17,5,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-15,0,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-19,6,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-18,5,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-12,0,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-11,0,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-14,0,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-13,0,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-25,22,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-26,29,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-24,13,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-28,36,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-27,33,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-21,8,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-20,6,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-23,12,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-03-22,8,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-05-21,3806,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
